2019-11-20 19:00:00,2019-11-20 20:50:00,110,14030,Flashcards,"4 fin"
2019-11-21 12:10:00,2019-11-21 15:35:00,205,14235,Flashcards,"win インストールできず"
2019-11-23 11:40:00,2019-11-23 17:25:00,345,14580,Flashcards,"win インストール"
2019-11-24 14:35:00,2019-11-24 16:30:00,115,14695,Flashcards,"win インストール testできず"
2019-11-26 15:15:00,2019-11-26 18:25:00,190,14885,Flashcards,"5 css"
2019-11-27 11:45:00,2019-11-27 15:10:00,205,15090,Flashcards,"5 aws"
2019-11-28 15:40:00,2019-11-28 18:40:00,180,15270,Flashcards,"5 fin"
2019-11-30 11:45:00,2019-11-30 14:25:00,160,15430,Flashcards,"flashcards aws rails6環境できない 403error"
2019-12-03 15:00:00,2019-12-03 18:30:00,210,15640,Flashcards,"sample_new rails5に落としてaws,heroku,macと別環境で動作確認　Bootstrapタブ追加"
2019-12-04 13:50:00,2019-12-04 16:30:00,160,15800,Flashcards,"sample_new home_page完成"
2019-12-05 15:00:00,2019-12-05 18:15:00,195,15995,Flashcards,"6"
2019-12-08 07:50:00,2019-12-08 11:30:00,220,16215,Flashcards,"6 fin,7"
2019-12-09 15:00:00,2019-12-09 17:25:00,205,16420,Flashcards,"7"
2019-12-10 11:45:00,2019-12-10 17:00:00,315,16735,Flashcards,"7 fin,8"
2019-12-11 11:15:00,2019-12-11 17:00:00,345,17080,Flashcards,"8 fin,9"
2019-12-12 12:05:00,2019-12-12 17:00:00,295,17375,Flashcards,"9 fin,10"
2019-12-13 10:45:00,2019-12-13 17:00:00,375,17750,Flashcards,"10 fin,11"
2019-12-14 13:15:00,2019-12-14 16:15:00,180,17930,Flashcards,"11 fin,12"
2019-12-15 12:00:00,2019-12-15 16:30:00,270,18200,Flashcards,"12 fin"
2019-12-16 12:00:00,2019-12-16 17:30:00,330,18530,Flashcards,"6,7,8 flashcards ログインまで"
2019-12-17 11:00:00,2019-12-17 19:30:00,510,19040,Flashcards,"9,10,11,12 flashcards パスワードリセットまで"
2019-12-18 11:45:00,2019-12-18 18:00:00,375,19415,Flashcards,"13 quizcard practicebox 途中"
2019-12-19 12:30:00,2019-12-19 16:50:00,260,19675,Flashcards,"modal window 可変的にメッセージが変化しない"
2019-12-23 12:00:00,2019-12-23 16:00:00,240,19915,Flashcards,"flashcards　practice"
2019-12-24 12:00:00,2019-12-24 17:00:00,300,20215,Flashcards,"flashcards　practice test judge temp"
2019-12-26 12:00:00,2019-12-26 17:00:00,300,20515,Flashcards,"flashcards　adjust judge,xlsx to csv,shift-JIS to UTF-8"
